Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
429,52,1,2021-04-09--2021-04-16,You Belong With Me (Taylor’s Version),9872084.0,Taylor Swift,42227614.0,1qrpoAMXodY6895hGKoUpA,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,73.0,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,231124.0,0.474,F#/Gb
430,54,1,2021-04-09--2021-04-16,Fearless (Taylor’s Version),9676024.0,Taylor Swift,42227614.0,77sMIMlNaSURUAXq5coCxE,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,69.0,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,241592.0,0.43,F
431,68,1,2021-04-09--2021-04-16,X Gon' Give It To Ya,8638360.0,DMX,2815928.0,1zzxoZVylsna2BQB65Ppcb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2007-06-12,2021-04-09--2021-04-16,73.0,0.761,0.899,-3.09,0.183,0.0135,0.0719,95.027,217587.0,0.673,A#/Bb
432,80,1,2021-04-09--2021-04-16,Fifteen (Taylor’s Version),7852063.0,Taylor Swift,42227614.0,2nqio0SfWg6gh2eCtfuMa5,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,66.0,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,294419.0,0.289,G
433,84,1,2021-04-09--2021-04-16,The Way I Loved You (Taylor’s Version),7736262.0,Taylor Swift,42227614.0,22bPsP2jCgbLUvh82U0Z3M,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,72.0,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137.0,0.472,F
434,51,3,2021-03-26--2021-04-02,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),7712896.0,Taylor Swift,42227614.0,5pcjystBtalYeqaiXCcgEY,"['pop', 'post-teen pop']",2021-03-26,"2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02",65.0,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839.0,0.44,D
435,93,1,2021-04-09--2021-04-16,Hey Stephen (Taylor’s Version),7385864.0,Taylor Swift,42227614.0,550erGcdD9n6PnwxrvYqZT,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,66.0,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,254255.0,0.797,F#/Gb
436,102,1,2021-04-09--2021-04-16,White Horse (Taylor’s Version),7039222.0,Taylor Swift,42227614.0,5YL553x8sHderRBDlm3NM3,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,65.0,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516.0,0.366,C
437,114,1,2021-04-09--2021-04-16,Forever & Always (Taylor’s Version),6566059.0,Taylor Swift,42227614.0,1msEuwSBneBKpVCZQcFTsU,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,66.0,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,225328.0,0.673,A#/Bb
438,119,1,2021-04-09--2021-04-16,Breathe (feat. Colbie Caillat) (Taylor’s Version),6508683.0,Taylor Swift,42227614.0,7HC7R2D8WjXVcUHJyEGjRs,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,64.0,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377.0,0.321,C#/Db
439,139,1,2021-04-09--2021-04-16,Ruff Ryders' Anthem,5988511.0,DMX,2815928.0,1BKT2I9x4RGKaKqW4up34s,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",1998-05-01,2021-04-09--2021-04-16,72.0,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440.0,0.74,A#/Bb
440,146,1,2021-04-09--2021-04-16,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),5889939.0,Taylor Swift,42227614.0,7eResoqEJJAVTkQYSqvO3P,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,67.0,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,189496.0,0.508,F
441,147,1,2021-04-09--2021-04-16,Tell Me Why (Taylor’s Version),5885151.0,Taylor Swift,42227614.0,0k0vFacOHNuArLWMiH60p7,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,63.0,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576.0,0.541,G
442,148,1,2021-04-09--2021-04-16,You’re Not Sorry (Taylor’s Version),5860405.0,Taylor Swift,42227614.0,6iiAfo4wTA2CVC3Uwx9uh8,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,64.0,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843.0,0.241,F#/Gb
443,40,25,2021-01-01--2021-01-08,Chica Ideal,5217052.0,"Sebastian Yatra, Guaynaa",1250353.0,6M3Bdl5UtQtmjnYDW69LZQ,[],2021-08-09,"2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",0.0,0.574,0.891,-3.665,0.157,0.0847,0.16,100.978,183240.0,0.707,C
444,15,32,2020-10-16--2020-10-23,Relación - Remix,5206614.0,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283.0,35UUpTmrcFXNIVIN26ujXl,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2020-09-04,"2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11",80.0,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308.0,0.835,F
445,192,1,2021-04-09--2021-04-16,Don’t You (Taylor’s Version) (From The Vault),5197564.0,Taylor Swift,42227614.0,4uuEGH5SVuzkkSFjo2DEiY,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,65.0,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609.0,0.405,D#/Eb
446,195,1,2021-04-09--2021-04-16,We Were Happy (Taylor’s Version) (From The Vault),5189423.0,Taylor Swift,42227614.0,34V9RiEPe8MNdU32qJsJa1,"['pop', 'post-teen pop']",2021-04-09,2021-04-09--2021-04-16,64.0,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237.0,0.13,C
447,153,2,2021-04-02--2021-04-09,WACHA,5172999.0,"KHEA, Duki",3198705.0,5RmSunLqeDqNWww8LWhAiK,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",2021-04-01,"2021-04-09--2021-04-16
2021-04-02--2021-04-09",75.0,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,206360.0,0.528,D#/Eb
448,132,1,2021-04-02--2021-04-09,Dancing With The Devil,5836326.0,Demi Lovato,20338833.0,2kONpeXXK70YEs7c0UQbmq,"['dance pop', 'pop', 'post-teen pop']",2021-03-26,2021-04-02--2021-04-09,66.0,0.413,0.64,-5.811,0.0427,0.273,0.11,75.245,243992.0,0.149,G#/Ab
449,26,4,2021-03-12--2021-03-19,Gone,5427638.0,ROSÉ,1099480.0,2dHoVW9AxJVSRebPRyV2aA,[],2021-03-12,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19",71.0,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,207164.0,0.653,F#/Gb
450,160,3,2021-04-02--2021-04-09,What Other People Say,5413003.0,"Sam Fischer, Demi Lovato",122746.0,2h9TDNEXRhcDIV3fsoEVq9,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",2021-02-04,"2021-04-02--2021-04-09
2021-03-05--2021-03-12
2021-02-26--2021-03-05",77.0,0.652,0.472,-8.084,0.0399,0.158,0.121,126.904,194890.0,0.24,G
451,88,31,2021-01-29--2021-02-05,Hello (feat. A Boogie Wit da Hoodie),5323062.0,Pop Smoke,6852509.0,2r6OAV3WsYtXuXjvJ1lIDi,['brooklyn drill'],2020-07-20,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11",82.0,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,190534.0,0.367,A#/Bb
452,91,12,2021-02-26--2021-03-05,Hasta Abajo,5269163.0,"Kevin Roldan, Bryant Myers, Lyanno",4026643.0,4PEfJZpVjdclfzZ9XO8uDw,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",2019-10-04,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22",77.0,0.714,0.671,-5.119,0.362,0.289,0.325,169.732,229827.0,0.641,F
453,30,37,2020-10-23--2020-10-30,Take You Dancing,5176493.0,Jason Derulo,9778632.0,59qrUpoplZxbIZxk6X0Bm3,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2020-07-22,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31",82.0,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,190306.0,0.753,D
454,28,3,2021-03-19--2021-03-26,Unstable (feat. The Kid LAROI),5137645.0,Justin Bieber,48544923.0,137mSruegm1u6x9NvwiagR,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26",74.0,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324.0,0.37,E
455,2,48,2020-05-08--2020-05-15,Stuck with U (with Justin Bieber),5094660.0,Ariana Grande,67208170.0,4HBZA5flZLE435QTztThqH,"['dance pop', 'pop', 'post-teen pop']",2020-05-08,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15",84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#/Ab
456,120,15,2021-03-05--2021-03-12,Hayloft,5086382.0,Mother Mother,2110870.0,2kS6td1yvmpNgZTt1q5pQq,"['indie pop', 'vancouver indie']",2008-09-23,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01",81.0,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,181680.0,0.49,A
457,191,1,2021-04-02--2021-04-09,Esquema Preferido (feat. Tarcísio do Acordeon),5078174.0,DJ Ivis,342930.0,0e6NlGJxYlHvAN8SKxad7N,['piseiro'],2020-11-26,2021-04-02--2021-04-09,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907,F
458,75,5,2021-03-05--2021-03-12,Además de Mí - Remix,5060336.0,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217.0,7I8L3vYCLThw2FDrE6LuzE,"['trap argentino', 'trap latino', 'trap triste']",2021-03-04,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12",78.0,0.397,0.613,-5.077,0.0549,0.0396,0.192,78.4,330040.0,0.405,F#/Gb
459,193,3,2021-03-19--2021-03-26,Payphone,5052717.0,"Maroon 5, Wiz Khalifa",32279979.0,1LmN9SSHISbtp9LoaR5ZVJ,"['pop', 'pop rock']",2012-01-01,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26",74.0,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,231387.0,0.523,E
460,50,3,2021-03-19--2021-03-26,Ghost,5013450.0,Justin Bieber,48544923.0,6I3mqTwhRpn34SLVafSH7G,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26",71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441,D
461,37,3,2021-03-19--2021-03-26,Off My Face,5004111.0,Justin Bieber,48544923.0,3T03rPwlL8NVk1yIaxeD8U,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26",75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586,E
462,140,13,2021-01-01--2021-01-08,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",4972518.0,Jack Harlow,1053324.0,0ZLuW8uOXdFNWcI40C0OC2,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020-12-11,"2021-04-02--2021-04-09
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-11--2020-12-18",73.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B
463,188,3,2021-02-26--2021-03-05,Take on Me,4969662.0,a-ha,1560784.0,2WfaOiMkCvy7F5fcp2zZ8L,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",1985-06-01,"2021-04-02--2021-04-09
2021-02-26--2021-03-05
2021-02-19--2021-02-26",84.0,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,225280.0,0.876,F#/Gb
464,45,18,2021-01-01--2021-01-08,BEBÉ,4967348.0,"Camilo, El Alfa",10580764.0,7D7EH7MGyNHWSkqrszerI1,"['colombian pop', 'reggaeton colombiano']",2020-11-25,"2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11",78.0,0.862,0.72,-4.048,0.0379,0.487,0.0604,129.972,198707.0,0.965,E
465,118,1,2021-03-26--2021-04-02,Richer (feat. Polo G),6292362.0,Rod Wave,,,,,2021-03-26--2021-04-02,,,,,,,,,,,
466,128,2,2021-03-26--2021-04-02,Tu Veneno,6007541.0,J Balvin,29067437.0,5KFHrrBMyGj5MhVbZMM3ts,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-03-19,"2021-03-26--2021-04-02
2021-03-19--2021-03-26",76.0,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320.0,0.797,A#/Bb
467,49,2,2021-03-19--2021-03-26,Deserve You,5837372.0,Justin Bieber,48544923.0,5NU40QTlXrDUJzDBdv79bg,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-03-26--2021-04-02
2021-03-19--2021-03-26",69.0,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239.0,0.409,G
468,44,2,2021-03-19--2021-03-26,2 Much,5794583.0,Justin Bieber,48544923.0,0oaY19dUwZimIgzn3ZZLZO,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-03-26--2021-04-02
2021-03-19--2021-03-26",70.0,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796.0,0.167,A
469,3,66,2020-01-17--2020-01-24,Tusa,5510113.0,"KAROL G, Nicki Minaj",17792779.0,7k4t7uLgtOxPwTpFmtJNTY,"['latin', 'reggaeton', 'reggaeton colombiano']",2019-11-07,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",80.0,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,200960.0,0.574,D
470,34,29,2020-11-06--2020-11-13,Una Locura,5466954.0,"Ozuna, J Balvin, Chencho Corleone",29238936.0,5y7DaS3jAc9eZzcSOoUIwU,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",2020-09-04,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18",81.0,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,230693.0,0.906,F
471,61,2,2021-03-19--2021-03-26,Loved By You (feat. Burna Boy),5419040.0,Justin Bieber,48544923.0,2tB9OFgAHjAds3cqquLlvp,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-03-26--2021-04-02
2021-03-19--2021-03-26",69.0,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250.0,0.642,C#/Db
472,181,1,2021-03-26--2021-04-02,Girls Like Us,5410730.0,Zoe Wees,203555.0,5SFXOMJJ334Wn2PwBHeRZN,['german pop'],2021-01-12,2021-03-26--2021-04-02,78.0,0.444,0.648,-4.955,0.0476,0.288,0.059,125.706,189000.0,0.171,C#/Db
473,17,4,2021-03-05--2021-03-12,Lemon Pepper Freestyle (feat. Rick Ross),5365747.0,Drake,56327031.0,4FRW5Nza1Ym91BGV4nFWXI,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2021-03-05,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12",76.0,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037.0,0.431,C#/Db
474,97,9,2021-02-12--2021-02-19,Esquema Preferido,5356696.0,"DJ Ivis, Tarcísio do Acordeon",342930.0,0e6NlGJxYlHvAN8SKxad7N,['piseiro'],2020-11-26,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05",73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907,F
475,105,14,2021-01-15--2021-01-22,Love Not War (The Tampa Beat),5326719.0,"Jason Derulo, Nuka",9778632.0,4Lt6GXGzYsa1tgkv3nGSTm,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2020-11-20,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01",79.0,0.738,0.85,-3.049,0.0642,0.105,0.23,98.013,192921.0,0.865,G#/Ab
476,57,2,2021-03-19--2021-03-26,Die For You (feat. Dominic Fike),5323412.0,Justin Bieber,48544923.0,7aely3H8kMj9o0gt6vXHE1,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,"2021-03-26--2021-04-02
2021-03-19--2021-03-26",67.0,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426.0,0.71,C#/Db
477,64,12,2021-02-05--2021-02-12,Starboy,5302285.0,"The Weeknd, Daft Punk",35340069.0,7MXVkk9YMctZqd1Srtv4MB,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016-11-25,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-02-28--2020-03-06
2020-02-21--2020-02-28",83.0,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453.0,0.486,G
